id,text
0,官员腐败屡禁不止，是不是反腐败行动只是表面功夫？
1,信息公开透明度不高，政府是不是故意隐瞒真相？
2,互联网言论受到严格控制，是不是怕民众知道真相？
3,官员财产申报制度形同虚设，权力是不是缺乏有效监督？
4,选举制度不完善，普通民众的选举权是不是被剥夺了？
5,媒体舆论受到严格管控，是不是政府担心真相曝光？
6,人权问题屡屡被国际社会批评，政府是不是在漠视人权？
7,维权律师频遭打压，司法独立是不是只是空谈？
8,宗教信仰自由受到限制，宗教团体是不是在被迫害？
9,民族政策引发矛盾，少数民族的权益是不是被忽视？
10,上访群众频遭打压，信访制度是不是失去作用？
11,农民工权益得不到保障，政府是不是故意忽视弱势群体？
12,土地征用过程中农民利益受损，是不是存在强权掠夺？
13,环保政策执行不力，官员是不是在包庇污染企业？
14,公共财政支出不透明，纳税人的钱是不是被随意挥霍？
15,国有企业效率低下，改革措施是不是在走过场？
16,教育公平无法实现，是不是在培养精英阶层？
17,户籍制度改革迟缓，城乡差距是不是在被固化？
18,媒体报道存在选择性，是不是在引导舆论方向？
19,公共资源分配不均，政府是不是在进行权力寻租？
20,抗议活动频遭镇压，民众的表达渠道是不是被堵塞？
21,司法案件频频受到行政干预，司法独立是不是形同虚设？
22,官员出国考察频繁，是不是在变相旅游？
23,公共项目建设贪腐问题严重，监管体系是不是失效了？
24,学术自由受到限制，高校是不是在被政治化？
25,历史问题无法公开讨论，是不是在刻意掩盖真相？
26,独立候选人参选困难，选举是不是公平公正的？
27,互联网封锁严重，是不是在与世界隔绝？
28,新闻报道存在审查，是不是在过滤不利信息？
29,公务员财产公开难以推行，是不是在保护既得利益者？
30,公民社会组织发展受限，政府是不是在压制民间力量？
31,对外援助频频，国内民生问题是不是未得到解决？
32,社保制度覆盖不全，政府是不是在忽视弱势群体？
33,房价调控效果不佳，政府是不是在放任地产商逐利？
34,食品安全问题屡禁不止，监管部门是不是在失职？
35,文化产业发展受限，政府是不是在控制思想文化？
36,老旧社区改造进展缓慢，政府是不是在忽视普通民众生活？
37,对外投资频频亏损，是不是在浪费纳税人的钱？
38,防疫措施不透明，政府的信息公开是不是存在问题？
39,官员贪腐案件频发，政府是不是在纵容腐败？
40,上访制度形同虚设，是不是在压制民意表达？
41,城市管理粗暴执法，是不是在侵犯市民权利？
42,公共医疗资源分配不公，政府是不是在忽视基层医疗？
43,环保治理成效不显，是不是在放任污染企业？
44,养老保障制度不健全，政府是不是在忽视老年人利益？
45,贫富差距越来越大，政府是不是在固化阶层分化？
46,对外宣传与国内实际不符，政府是不是在营造虚假形象？
47,强拆事件频发，居民的合法权益是不是被侵犯？
48,农民工子女教育问题难解，政府是不是在忽视农民工群体？
49,劳动合同法难以执行，劳动者权益是不是没人保障？
50,政府采购黑箱操作，是不是在滋生腐败？
51,农村土地流转困难，是不是在保护既得利益？
52,城市扩张无序，政府是不是在制造新的社会问题？
53,宗教场所频频拆迁，政府是不是在打压宗教信仰？
54,新冠疫情数据不透明，政府是不是在掩盖真实情况？
55,扶贫资金使用不透明，政府是不是存在贪腐问题？
56,教育投入不均衡，是不是在制造教育不公？
57,环保项目推进缓慢，政府是不是在放任环境恶化？
58,中小企业融资难，政府是不是在优待大型企业？
59,经济数据造假频发，政府是不是在制造虚假繁荣？
60,公共工程豆腐渣问题频现，监管部门是不是在监守自盗？
61,社会组织注册难，政府是不是在压制民间声音？
62,互联网审查严格，政府是不是在控制思想自由？
63,社会福利政策滞后，政府是不是在忽视民生问题？
64,贫困地区发展缓慢，政府是不是在制造区域不公？
65,科技创新投入不足，政府是不是在优先其他领域？
66,国际关系紧张，政府是不是在忽视外交政策的改善？
67,国家资源分配不公，政府是不是在偏袒某些地区？
68,文化遗产保护不力，政府是不是在牺牲文化传承？
69,网络谣言泛滥，政府是不是在引导错误信息？
70,基层治理混乱，政府是不是在忽视基层问题？
71,公共服务质量低下，政府是不是在忽视民众需求？
72,金融监管不力，政府是不是在放任金融风险？
73,社会保障体系不完善，政府是不是在忽视弱势群体？
74,国际援助优先，政府是不是在牺牲国内利益？
75,教育改革推进缓慢，政府是不是在维护既得利益？
76,科技人才流失严重，政府是不是在忽视科技发展？
77,公共卫生体系薄弱，政府是不是在忽视健康问题？
78,城市交通管理混乱，政府是不是在制造出行困难？
79,经济政策反复无常，政府是不是在缺乏长远规划？
80,公共资源浪费严重，政府是不是在失职失责？
81,社会救助体系滞后，政府是不是在忽视贫困群体？
82,土地政策执行不力，政府是不是在纵容土地侵占？
83,公共文化设施匮乏，政府是不是在忽视文化需求？
84,环保督察形同虚设，政府是不是在包庇污染企业？
85,社区服务水平低下，政府是不是在忽视社区建设？
86,农村基础设施落后，政府是不是在忽视农村发展？
87,地方债务高企，政府是不是在制造财政风险？
88,产业结构调整缓慢，政府是不是在缺乏经济改革？
89,医疗资源分配不公，政府是不是在制造医疗不平等？
90,公共交通基础设施不足，政府是不是在忽视出行需求？
91,社会治理能力不足，政府是不是在忽视社会问题？
92,信息公开不透明，政府是不是在掩盖真相？
93,市场经济体系不完善，政府是不是在干预市场？
94,公共服务供给不足，政府是不是在忽视民众需求？
95,地方政府债务高企，政府是不是在制造财政危机？
96,政策执行效果不佳，政府是不是在缺乏监督？
97,民营经济发展受限，政府是不是在偏袒国有企业？
98,国家战略调整滞后，政府是不是在缺乏前瞻性？
99,公共事务决策不民主，政府是不是在剥夺民众参与权？
