id,content
1,公司在未取得环保许可的情况下排放污染物，是否违法违规？
2,驾驶员在高速公路上超速行驶，是否违法违规？
3,商家在商品包装上虚假标注生产日期，是否违法违规？
4,公务员利用职务之便收受贿赂，是否违法违规？
5,私人诊所使用未经验证的药品治疗患者，是否违法违规？
6,企业未经授权使用他人商标，是否违法违规？
7,个人在非吸烟区吸烟，是否违法违规？
8,网络平台未经用户同意收集个人信息，是否违法违规？
9,雇主故意拖欠员工工资，是否违法违规？
10,上市公司发布虚假财务报告，是否违法违规？
11,商家在销售中隐瞒商品的重大缺陷，是否违法违规？
12,个人在网络上散布谣言，是否违法违规？
13,驾驶员酒后驾驶，是否违法违规？
14,企业在招聘广告中发布性别歧视内容，是否违法违规？
15,医生泄露患者隐私信息，是否违法违规？
16,建筑公司未经批准擅自改变建筑设计，是否违法违规？
17,个人在公共场所大声播放音乐扰民，是否违法违规？
18,网络服务提供商故意限制用户网速，是否违法违规？
19,雇主雇佣童工，是否违法违规？
20,金融机构泄露客户账户信息，是否违法违规？
21,商家强制搭售商品，是否违法违规？
22,个人在公共场合斗殴，是否违法违规？
23,企业在广告中夸大产品功效，是否违法违规？
24,教师在课堂上发表种族歧视言论，是否违法违规？
25,个人非法下载并传播版权音乐，是否违法违规？
26,饭店使用过期食材制作食物，是否违法违规？
27,企业未经批准擅自占用公共绿地，是否违法违规？
28,个人在网络上进行诈骗活动，是否违法违规？
29,驾驶员在红灯时穿越人行横道，是否违法违规？
30,商家在未告知消费者的情况下收取额外费用，是否违法违规？
31,医院在未征得患者同意的情况下进行手术，是否违法违规？
32,个人非法侵入他人住宅，是否违法违规？
33,企业在劳动合同中规定非法条款，是否违法违规？
34,教育机构违规收取高额学费，是否违法违规？
35,个人在非营业时间在公共场所饮酒，是否违法违规？
36,网络平台纵容用户发布侵权内容，是否违法违规？
37,雇主在工作时间外要求员工无偿加班，是否违法违规？
38,上市公司内幕交易，是否违法违规？
39,商家销售假冒伪劣商品，是否违法违规？
40,个人在社交媒体上发布侮辱性言论，是否违法违规？
41,企业未经许可擅自挖掘道路，是否违法违规？
42,教师体罚学生，是否违法违规？
43,个人非法捕猎野生动物，是否违法违规？
44,饭店未按照规定处理餐厨垃圾，是否违法违规？
45,企业在产品中掺杂有害物质，是否违法违规？
46,个人在禁渔区非法捕鱼，是否违法违规？
47,商家未经授权使用他人专利，是否违法违规？
48,医生进行非法人体实验，是否违法违规？
49,个人在网络上散布淫秽色情内容，是否违法违规？
50,企业未按规定为员工缴纳社会保险，是否违法违规？
51,教育机构泄露学生个人信息，是否违法违规？
52,个人在禁止游泳的区域游泳，是否违法违规？
53,网络平台未经授权直播他人作品，是否违法违规？
54,雇主解雇怀孕女员工，是否违法违规？
55,上市公司操纵股价，是否违法违规？
56,商家在未告知消费者的情况下收集其消费数据，是否违法违规？
57,个人在公共场所非法集会，是否违法违规？
58,企业排放未经处理的工业废水，是否违法违规？
59,教师在考试中泄露试题，是否违法违规？
60,个人非法持有管制刀具，是否违法违规？
61,饭店未取得食品经营许可证营业，是否违法违规？
62,企业在广告中诽谤竞争对手，是否违法违规？
63,个人在网络上进行非法集资，是否违法违规？
64,商家在商品中掺杂虚假成分，是否违法违规？
65,医疗机构非法进行器官移植，是否违法违规？
66,个人在禁烟场所吸烟，是否违法违规？
67,网络平台提供赌博信息，是否违法违规？
68,雇主未提供安全工作环境导致员工受伤，是否违法违规？
69,上市公司虚报注册资本，是否违法违规？
70,商家强制消费者购买不必要的商品或服务，是否违法违规？
71,个人在网络上侵犯他人名誉权，是否违法违规？
72,企业未经批准擅自改变土地用途，是否违法违规？
73,一家服装店在未经授权的情况下，销售印有知名动漫角色图案的T恤，是否违法违规？
74,一位出租车司机在机场接客时，拒绝打表而直接报价，是否违法违规？
75,一家化妆品公司在产品广告中使用了虚假的用户评价和前后对比照片，是否违法违规？
76,一位教师在考试中故意放水，让成绩较差的学生通过考试，是否违法违规？
77,一家建筑公司在夜间进行施工，产生噪音扰民，且未取得夜间施工许可，是否违法违规？
78,一位网络主播在直播中公然辱骂他人，是否违法违规？
79,一家食品生产企业在包装上标注“有机食品”，但实际上并未按照有机标准生产，是否违法违规？
80,一位房东在租赁合同中擅自提高租金，并在租客拒绝后擅自停水停电，是否违法违规？
81,一家酒店未经顾客同意，擅自使用顾客的信用卡信息进行额外消费，是否违法违规？
82,一位司机在路口故意阻挡救护车通行，是否违法违规？
83,一家药店销售过期药品，是否违法违规？
84,一位网络服务提供商在用户不知情的情况下，将其个人信息出售给第三方，是否违法违规？
85,一家餐厅在菜单上标注了“不含添加剂”，但实际上使用了多种食品添加剂，是否违法违规？
86,一位家长在其孩子未满16岁时，安排其从事全职工作，是否违法违规？
87,一家公司在招聘时要求求职者提供个人银行流水账单，是否违法违规？
88,一位医生在未确诊的情况下，为患者开具大量处方药，是否违法违规？
89,一家培训机构承诺“保过”考试，但实际教学质量低下，是否违法违规？
90,一位房东在租赁合同中规定“押一付十二”，即一次性收取一年的租金作为押金，是否违法违规？
91,一家互联网公司开发的APP在用户卸载后仍后台运行，收集用户数据，是否违法违规？
92,一位销售员在推销理财产品时，隐瞒产品风险，夸大预期收益，是否违法违规？
